neo_reference_id,name,absolute_magnitude_h,kilometer_est_diameter_min,kilometer_est_diameter_max,potentially_hazardous,perihelion_distance,aphelion_distance,orbital_period,semi_major_axis,min_orbit_intersection
3092122,(1994 FA),25.2,0.0242412481,0.0542050786,False,1.010157105206984,2.463837016158882,836.174756116916,1.736997060682933,.0430943
3092123,(1994 GK),24.2,0.0384197891,0.0859092601,False,.7730685810341199,3.100327055821962,984.4444658536413,1.936697818428041,.00299328
3092125,(1994 GV),27.4,0.0088014652,0.0196806745,False,.9621244541113885,3.062396696320844,1042.616886400582,2.012260575216116,.000336257
3005942,(1994 NE),19.8,0.2914439045,0.6516883822,True,.8055277075529538,3.287939954675289,1069.523863704026,2.046733831114121,.0160469
3092127,(1994 RB),23.4,0.0555334912,0.1241766613,False,.8972794885196326,4.058036874987604,1424.493635162369,2.477658181753618,.0389121
3092128,(1994 TA2),20.3,0.2315021222,0.5176544822,False,1.245787251488538,4.016499334953934,1558.888946960596,2.631143293221236,.260762
3092129,(1994 TE2),22.7,0.0766575574,0.1714115092,False,1.254908382786681,3.238264525611692,1229.937748549955,2.246586454199186,.258043
3092130,(1994 US),21.0,0.1677084622,0.3750075218,False,1.176650567158787,4.296351145061368,1653.452828457993,2.736500856110077,.214908
3092131,(1994 VH8),27.7,0.0076657557,0.0171411509,False,.9090252701094322,2.382506148978068,771.1705584662034,1.64576570954375,.00282389
3092133,(1994 XM1),28.2,0.0060891262,0.0136157002,False,.8963416239370692,3.117570322357115,1038.496877352094,2.006955973147092,.000621935
3092134,(1995 BK2),22.6,0.0802703167,0.1794898848,False,1.098366601077047,3.778690206917434,1390.881577362989,2.43852840399724,.118541
3092135,(1995 CS),25.5,0.0211132445,0.0472106499,False,.4364180862334102,3.446605552790131,988.1172591288436,1.941511819511771,.00138299
3092136,(1995 DV1),23.0,0.0667659413,0.1492931834,False,.9655991215116255,4.58122325569529,1687.018409271568,2.773411188603458,.0498883
3007932,(1995 FG),23.0,0.0667659413,0.1492931834,False,1.158848679538473,2.539889574009902,918.6156326065094,1.849369126774187,.152619
3006207,(1995 HM),23.0,0.0667659413,0.1492931834,False,1.13883808558894,1.781003101373812,644.3061532348991,1.459920593481376,.129375
3007950,(1995 LA),24.0,0.0421264611,0.0941976306,False,1.015814159864731,3.229955202070773,1129.764779782844,2.122884680967752,.01558
3092139,(1995 NA),23.2,0.0608912622,0.1361570015,False,1.027509810511195,2.342698240536675,798.9847699638399,1.685104025523935,.0508804
3092141,(1995 SC1),22.7,0.0766575574,0.1714115092,False,1.112052134743841,3.125101163945688,1126.327528300563,2.118576649344764,.109043
3008064,(1995 SA4),22.3,0.0921626549,0.2060819612,False,1.056154099799617,3.946325181114261,1444.878674563832,2.501239640456939,.0529231
3008028,(1995 UB),27.3,0.0092162655,0.0206081961,False,.8228688062595775,1.978300762968619,605.4280424795348,1.400584784614098,.00271316
3092142,(1995 UC2),21.4,0.1394938229,0.3119176705,False,1.159299729961433,2.28090139509396,824.0037415323961,1.720100562527697,.404397
3092143,(1996 AP1),24.7,0.0305179233,0.0682401509,False,.9667184030496911,2.865815068770662,968.9076125949106,1.916266735910177,.0231667
3008375,(1996 BT),23.0,0.0667659413,0.1492931834,False,.2017506977684005,2.203117080343397,481.6041699042312,1.202433889055899,.0326632
3092146,(1996 FT1),24.4,0.0350392641,0.0783501764,False,.8748880313090469,2.035348304824027,641.1295905154959,1.455118168066537,.0247658
3009014,(1996 HN),21.5,0.1332155667,0.2978790628,False,1.292089302540145,3.111600179723745,1193.379203399635,2.201844741131945,.291352
3009067,(1996 KE),19.2,0.3841978911,0.8590926012,False,1.195402802724398,3.944509779338551,1504.828585642565,2.569956291031474,.1975
3009117,(1996 MQ),24.5,0.0334622374,0.0748238376,False,1.027080034759454,3.785690422549861,1363.471788589755,2.406385228654657,.025332
3092151,(1996 TC1),23.9,0.04411182,0.0986370281,False,.5231244627528755,3.200513528028043,927.9073445493648,1.86181899539046,.012335
3092155,(1996 VZ4),24.2,0.0384197891,0.0859092601,False,1.024329123941548,2.189423593389609,743.998600584397,1.606876358665579,.0436726
3092157,(1997 EN23),22.8,0.0732073989,0.1636967205,False,1.180977796971813,5.309798201518714,2135.494050021091,3.245387999245263,.187291
3010077,(1997 GD32),21.5,0.1332155667,0.2978790628,True,.8427846322428374,3.363054160144331,1113.864510767368,2.102919396193584,.0145581
3092160,(1997 MS),19.1,0.4023045798,0.8995803882,False,.527813422061806,3.335354271406551,980.5478102721706,1.931583846734179,.176759
3010396,(1997 TZ16),24.5,0.0334622374,0.0748238376,False,.8126378381228128,3.202681500436289,1039.043115262269,2.007659669279551,.00805568
3092161,(1997 TC25),24.6,0.0319561887,0.0714562102,False,.9756987489437398,4.20893401730337,1524.510548447483,2.592316383123555,.00125091
3010734,(1997 UR),23.2,0.0608912622,0.1361570015,False,1.003675147088571,1.914687691921954,643.816886159402,1.459181419505262,.0168442
3092162,(1997 UZ10),23.0,0.0667659413,0.1492931834,False,1.095067839246817,4.539983851300455,1727.429331869488,2.817525845273636,.102338
3092163,(1997 UA11),25.2,0.0242412481,0.0542050786,False,.9018901757006931,3.825672690349013,1327.423195992208,2.363781433024853,.00105179
3092164,(1997 VG),22.2,0.096506147,0.2157943048,False,1.046948789933712,2.45048605533819,844.652131471439,1.748717422635951,.0818401
3092166,(1997 VG6),19.6,0.3195618867,0.7145621017,True,.7019204921660872,2.510702711455318,743.6064035873769,1.606311601810702,.0479946
3007642,(1997 XE10),25.0,0.02658,0.0594346868,False,.978178072223247,2.762781131724809,934.3893753786418,1.870479601974028,.0149408
3092169,(1997 YR10),20.1,0.2538370294,0.5675968529,False,1.145371361192778,2.285364215079166,820.6052715980451,1.715367788135972,.166033
3011167,(1998 BY7),21.5,0.1332155667,0.2978790628,True,.7940562698351096,3.248460083233724,1049.61761729693,2.021258176534417,.0238967
3007925,(1998 BT13),26.5,0.0133215567,0.0297879063,False,.9887409099013762,3.926911906747454,1407.424919327769,2.457826408324415,.00493372
3007053,(1998 BR26),26.0,0.0167708462,0.0375007522,False,.8382905291662182,2.442075923927231,767.250139785431,1.640183226546724,.0155206
3092170,(1998 DX11),27.0,0.0105816886,0.023661375,False,.9856999549666915,4.000026175956884,1437.626473218831,2.492863065461788,.0109902
3092171,(1998 DV20),20.3,0.2315021222,0.5176544822,False,.7772931236285567,3.192506303737014,1021.424523097348,1.984899713682786,.0701631
3184472,(1998 DK36),25.0,0.02658,0.0594346868,False,.4042667748061776,.9802476908913854,210.3776889314703,.6922572328487815,.00843783
3092172,(1998 EE3),27.2,0.0096506147,0.0215794305,False,.9113453995817916,3.438193653366935,1171.435241530806,2.174769526474363,.00980295
3012996,(1998 FG12),21.0,0.1677084622,0.3750075218,False,.9459579577159093,3.541434081514468,1227.56487466481,2.243696019615188,.111288
3092175,(1998 HH1),23.2,0.0608912622,0.1361570015,False,1.057851644381227,3.253369376048615,1155.989436595215,2.155610510214921,.0550806
3092176,(1998 HM1),24.4,0.0350392641,0.0783501764,False,.9017057341997543,1.913337429721345,609.9314408032385,1.40752158196055,.0159145
